order, degree_x, degree_y, coefficient, term
    "[X, [[[X, [[X, Y], Y]], [[X, Y], Y]], [[X, Y], [[[[X, Y], Y], Y], Y]]]]",
)
(
    15,
    7,
    8,
    599 / 1037836800,
    "[[X, [[[X, [[X, Y], Y]], [[X, Y], Y]], [[X, Y], Y]]], [X, [[X, Y], Y]]]",
)
(
    15,
    7,
    8,
    2461 / 172972800,
    "[X, [[[[[X, [[X, Y], Y]], [[X, Y], Y]], [[X, Y], Y]], [X, Y]], [X, Y]]]",
)
(
    15,
    6,
    9,
    -3313 / 2075673600,
    "[X, [X, [[[X, Y], Y], [[[X, Y], Y], [[[X, Y], Y], [[[X, Y], Y], Y]]]]]]",
)
(
    15,
    7,
    8,
    1 / 628992,
    "[[X, [X, [[[X, Y], Y], [[[X, Y], Y], [[[X, Y], Y], Y]]]]], [X, [X, Y]]]",
)
(
    15,
    6,
    9,
    791 / 148262400,
    "[X, [[X, [[[X, Y], Y], [[[X, Y], Y], [[[X, Y], Y], Y]]]], [[X, Y], Y]]]",
)
(
    15,
    6,
    9,
    43 / 6289920,
    "[X, [[X, [[[X, Y], Y], [[[X, Y], Y], [[[[X, Y], Y], Y], Y]]]], [X, Y]]]",
)
(
    15,
    5,
    10,
    25769 / 12454041600,
    "[X, [X, [[[X, Y], Y], [[[X, Y], Y], [[[[[[X, Y], Y], Y], Y], Y], Y]]]]]",
)
(
    15,
    7,
    8,
    -1 / 77837760,
    "[[X, [X, [[[X, Y], Y], [[[X, Y], Y], Y]]]], [X, [X, [[[X, Y], Y], Y]]]]",
)
(
    15,
    8,
    7,
    1717 / 4843238400,
    "[[[X, [X, [[[X, Y], Y], [[[X, Y], Y], Y]]]], [X, [X, Y]]], [X, [X, Y]]]",
)
(
    15,
    7,
    8,
    7 / 74131200,
    "[[X, [X, [[[X, Y], Y], [[[X, Y], Y], Y]]]], [X, [[X, Y], [[X, Y], Y]]]]",
)
(
    15,
    7,
    8,
    59 / 129729600,
    "[[X, [X, [[[X, Y], Y], [[[X, Y], Y], Y]]]], [[X, [[X, Y], Y]], [X, Y]]]",
)
(
    15,
    6,
    9,
    -89 / 345945600,
    "[X, [[X, [[[X, Y], Y], [[[X, Y], Y], Y]]], [X, [[[[X, Y], Y], Y], Y]]]]",
)
(
    15,
    7,
    8,
    7 / 9266400,
    "[[X, [[X, [[[X, Y], Y], [[[X, Y], Y], Y]]], [X, Y]]], [X, [[X, Y], Y]]]",
)
(
    15,
    7,
    8,
    2813 / 518918400,
    "[X, [[[[X, [[[X, Y], Y], [[[X, Y], Y], Y]]], [X, Y]], [X, Y]], [X, Y]]]",
)
(
    15,
    6,
    9,
    337 / 518918400,
    "[X, [[X, [[[X, Y], Y], [[[X, Y], Y], Y]]], [[X, Y], [[[X, Y], Y], Y]]]]",
)
(
    15,
    7,
    8,
    523 / 259459200,
    "[[X, [[X, [[[X, Y], Y], [[[X, Y], Y], Y]]], [[X, Y], Y]]], [X, [X, Y]]]",
)
(
    15,
    6,
    9,
    23 / 4717440,
    "[X, [[[X, [[[X, Y], Y], [[[X, Y], Y], Y]]], [[X, Y], Y]], [[X, Y], Y]]]",
)
(
    15,
    6,
    9,
    -2857 / 1556755200,
    "[X, [[X, [[[[X, Y], Y], [[[X, Y], Y], Y]], [[[X, Y], Y], Y]]], [X, Y]]]",
)
(
    15,
    5,
    10,
    1181 / 691891200,
    "[X, [X, [[[X, Y], Y], [[[[X, Y], Y], Y], [[[[[X, Y], Y], Y], Y], Y]]]]]",
)
(
    15,
    7,
    8,
    -307 / 1556755200,
    "[[X, [X, [[[X, Y], Y], [[[[X, Y], Y], Y], Y]]]], [[X, [X, Y]], [X, Y]]]",
)
(
    15,
    6,
    9,
    -941 / 3113510400,
    "[X, [[X, [[[X, Y], Y], [[[[X, Y], Y], Y], Y]]], [X, [[[X, Y], Y], Y]]]]",
)
(
    15,
    7,
    8,
    -181 / 207567360,
    "[[X, [[X, [[[X, Y], Y], [[[[X, Y], Y], Y], Y]]], [X, Y]]], [X, [X, Y]]]",
)
(
    15,
    6,
    9,
    -1073 / 2075673600,
    "[X, [[X, [[[X, Y], Y], [[[[X, Y], Y], Y], Y]]], [[X, Y], [[X, Y], Y]]]]",
)
(
    15,
    6,
    9,
    -1 / 3931200,
    "[X, [[[X, [[[X, Y], Y], [[[[X, Y], Y], Y], Y]]], [[X, Y], Y]], [X, Y]]]",
)
(
    15,
    5,
    10,
    -1057 / 711659520,
    "[X, [X, [[[[X, Y], Y], [[[[X, Y], Y], Y], Y]], [[[[X, Y], Y], Y], Y]]]]",
)
(
    15,
    6,
    9,
    -349 / 10378368000,
    "[[X, [X, [[[X, Y], Y], [[[[[X, Y], Y], Y], Y], Y]]]], [X, [[X, Y], Y]]]",
)
(
    15,
    6,
    9,
    -43 / 13305600,
    "[X, [[[X, [[[X, Y], Y], [[[[[X, Y], Y], Y], Y], Y]]], [X, Y]], [X, Y]]]",
)
(
    15,
    5,
    10,
    -1139 / 345945600,
    "[X, [X, [[[[X, Y], Y], [[[[[X, Y], Y], Y], Y], Y]], [[[X, Y], Y], Y]]]]",
)
(
    15,
    6,
    9,
    -15331 / 31135104000,
    "[[X, [X, [[[X, Y], Y], [[[[[[X, Y], Y], Y], Y], Y], Y]]]], [X, [X, Y]]]",
)
(
    15,
    5,
    10,
    -1637 / 1383782400,
    "[X, [[X, [[[X, Y], Y], [[[[[[X, Y], Y], Y], Y], Y], Y]]], [[X, Y], Y]]]",
)
(
    15,
    5,
    10,
    -2011 / 1614412800,
    "[X, [[X, [[[X, Y], Y], [[[[[[[X, Y], Y], Y], Y], Y], Y], Y]]], [X, Y]]]",
)
(
    15,
    4,
    11,
    -29677 / 261534873600,
    "[X, [X, [[[X, Y], Y], [[[[[[[[[X, Y], Y], Y], Y], Y], Y], Y], Y], Y]]]]",
)
(
    15,
    8,
    7,
    -857 / 21794572800,
    "[[X, [X, [[[X, Y], Y], Y]]], [[X, [X, [[[X, Y], Y], Y]]], [X, [X, Y]]]]",
)
(
    15,
    7,
    8,
    -37 / 311351040,
    "[[X, [X, [[[X, Y], Y], Y]]], [X, [[X, [[[X, Y], Y], Y]], [[X, Y], Y]]]]",
)
(
    15,
    7,
    8,
    -19 / 129729600,
    "[[X, [X, [[[X, Y], Y], Y]]], [X, [[X, [[[[X, Y], Y], Y], Y]], [X, Y]]]]",
)
(
    15,
    6,
    9,
    -2017 / 93405312000,
    "[[X, [X, [[[X, Y], Y], Y]]], [X, [X, [[[[[[X, Y], Y], Y], Y], Y], Y]]]]",
)
(
    15,
    9,
    6,
    11027 / 21794572800,
    "[[[[X, [X, [[[X, Y], Y], Y]]], [X, [X, Y]]], [X, [X, Y]]], [X, [X, Y]]]",
)
(
    15,
    8,
    7,
    31 / 227026800,
    "[[X, [X, [[[X, Y], Y], Y]]], [[X, [X, Y]], [X, [[X, Y], [[X, Y], Y]]]]]",
)
(
    15,
    8,
    7,
    1 / 13453440,
    "[[X, [X, [[[X, Y], Y], Y]]], [[X, [X, Y]], [[X, [[X, Y], Y]], [X, Y]]]]",
)
(
    15,
    7,
    8,
    -29 / 311351040,
    "[[X, [X, [[[X, Y], Y], Y]]], [[X, [X, Y]], [X, [[[[X, Y], Y], Y], Y]]]]",
)
(
    15,
    8,
    7,
    1459 / 7264857600,
    "[[X, [X, [[[X, Y], Y], Y]]], [[[X, [X, Y]], [X, Y]], [X, [[X, Y], Y]]]]",
)
(
    15,
    8,
    7,
    2203 / 7264857600,
    "[[X, [X, [[[X, Y], Y], Y]]], [[[[X, [X, Y]], [X, Y]], [X, Y]], [X, Y]]]",
)
(
    15,
    7,
    8,
    61 / 389188800,
    "[[X, [X, [[[X, Y], Y], Y]]], [X, [[X, Y], [[X, Y], [[[X, Y], Y], Y]]]]]",
)
(
    15,
    8,
    7,
    3361 / 7264857600,
    "[[[X, [X, [[[X, Y], Y], Y]]], [X, [[X, Y], [[X, Y], Y]]]], [X, [X, Y]]]",
)
(
    15,
    7,
    8,
    19 / 518918400,
    "[[X, [X, [[[X, Y], Y], Y]]], [X, [[[X, Y], [[X, Y], Y]], [[X, Y], Y]]]]",
)
(
    15,
    7,
    8,
    19 / 259459200,
    "[[X, [X, [[[X, Y], Y], Y]]], [[X, [[X, Y], [[[X, Y], Y], Y]]], [X, Y]]]",
)
(
    15,
    6,
    9,
    -1081 / 15567552000,
    "[[X, [X, [[[X, Y], Y], Y]]], [X, [[X, Y], [[[[[X, Y], Y], Y], Y], Y]]]]",
)
(
    15,
    8,
    7,
    12361 / 21794572800,
    "[[[X, [X, [[[X, Y], Y], Y]]], [X, [[X, Y], Y]]], [[X, [X, Y]], [X, Y]]]",
)
(
    15,
    7,
    8,
    1 / 34594560,
    "[[X, [X, [[[X, Y], Y], Y]]], [[X, [[X, Y], Y]], [X, [[[X, Y], Y], Y]]]]",
)
(
    15,
    8,
    7,
    391 / 242161920,
    "[[[X, [X, [[[X, Y], Y], Y]]], [[X, [[X, Y], Y]], [X, Y]]], [X, [X, Y]]]",
)
(
    15,
    7,
    8,
    137 / 259459200,
    "[[X, [X, [[[X, Y], Y], Y]]], [[X, [[X, Y], Y]], [[X, Y], [[X, Y], Y]]]]",
)
(
    15,
    7,
    8,
    503 / 518918400,
    "[[X, [X, [[[X, Y], Y], Y]]], [[[X, [[X, Y], Y]], [[X, Y], Y]], [X, Y]]]",
)
(
    15,
    6,
    9,
    -211 / 6227020800,
    "[[X, [X, [[[X, Y], Y], Y]]], [X, [[[X, Y], Y], [[[[X, Y], Y], Y], Y]]]]",
)
(
    15,
    7,
    8,
    1 / 9979200,
    "[[[X, [X, [[[X, Y], Y], Y]]], [X, [[[X, Y], Y], Y]]], [X, [[X, Y], Y]]]",
)
(
    15,
    7,
    8,
    -31 / 19958400,
    "[X, [[X, [[[X, Y], Y], Y]], [[[X, [[[X, Y], Y], Y]], [X, Y]], [X, Y]]]]",
)
(
    15,
    6,
    9,
    -83 / 145945800,
    "[X, [[X, [[[X, Y], Y], Y]], [[X, [[[X, Y], Y], Y]], [[[X, Y], Y], Y]]]]",
)
(
    15,
    7,
    8,
    -61 / 444787200,
    "[[X, [[X, [[[X, Y], Y], Y]], [X, [[[[X, Y], Y], Y], Y]]]], [X, [X, Y]]]",
)
(
    15,
    6,
    9,
    -643 / 518918400,
    "[X, [[X, [[[X, Y], Y], Y]], [[X, [[[[X, Y], Y], Y], Y]], [[X, Y], Y]]]]",
)
(
    15,
    6,
    9,
    -2579 / 2223936000,
    "[X, [[X, [[[X, Y], Y], Y]], [[X, [[[[[X, Y], Y], Y], Y], Y]], [X, Y]]]]",
)
(
    15,
    5,
    10,
    -527 / 4843238400,
    "[X, [[X, [[[X, Y], Y], Y]], [X, [[[[[[[X, Y], Y], Y], Y], Y], Y], Y]]]]",
)
(
    15,
    7,
    8,
    -71 / 1037836800,
    "[[X, [[X, [[[X, Y], Y], Y]], [X, Y]]], [X, [X, [[[[X, Y], Y], Y], Y]]]]",
)
(
    15,
    8,
    7,
    11327 / 21794572800,
    "[[X, [[X, [[[X, Y], Y], Y]], [X, Y]]], [[X, [X, Y]], [X, [[X, Y], Y]]]]",
)
(
    15,
    8,
    7,
    983 / 726485760,
    "[[X, [[X, [[[X, Y], Y], Y]], [X, Y]]], [[[X, [X, Y]], [X, Y]], [X, Y]]]",
)
(
    15,
    7,
    8,
    37 / 259459200,
    "[[X, [[X, [[[X, Y], Y], Y]], [X, Y]]], [X, [[X, Y], [[[X, Y], Y], Y]]]]",
)
(
    15,
    8,
    7,
    22879 / 10897286400,
    "[[[X, [[X, [[[X, Y], Y], Y]], [X, Y]]], [X, [[X, Y], Y]]], [X, [X, Y]]]",
)
(
    15,
    7,
    8,
    1283 / 1556755200,
    "[[X, [[X, [[[X, Y], Y], Y]], [X, Y]]], [[X, [[X, Y], Y]], [[X, Y], Y]]]",
)
(
    15,
    7,
    8,
    293 / 389188800,
    "[[X, [[X, [[[X, Y], Y], Y]], [X, Y]]], [[X, [[[X, Y], Y], Y]], [X, Y]]]",
)
(
    15,
    6,
    9,
    -313 / 399168000,
    "[X, [[[X, [[[X, Y], Y], Y]], [X, Y]], [X, [[[[[X, Y], Y], Y], Y], Y]]]]",
)
(
    15,
    8,
    7,
    25849 / 7264857600,
    "[[X, [[[X, [[[X, Y], Y], Y]], [X, Y]], [X, Y]]], [[X, [X, Y]], [X, Y]]]",
)
(
    15,
    7,
    8,
    11 / 11793600,
    "[[X, [[[X, [[[X, Y], Y], Y]], [X, Y]], [X, Y]]], [X, [[[X, Y], Y], Y]]]",
)
(
    15,
    8,
    7,
    1283 / 201801600,
    "[[X, [[[[X, [[[X, Y], Y], Y]], [X, Y]], [X, Y]], [X, Y]]], [X, [X, Y]]]",
)
(
    15,
    7,
    8,
    449 / 172972800,
    "[X, [[X, [[[X, Y], Y], Y]], [[X, Y], [[X, Y], [[X, Y], [[X, Y], Y]]]]]]",
)
(
    15,
    7,
    8,
    3761 / 259459200,
    "[X, [[[X, [[[X, Y], Y], Y]], [[X, Y], [[X, Y], [[X, Y], Y]]]], [X, Y]]]",
)
(
    15,
    6,
    9,
    4421 / 3113510400,
    "[X, [[X, [[[X, Y], Y], Y]], [[X, Y], [[X, Y], [[[[X, Y], Y], Y], Y]]]]]",
)
(
    15,
    7,
    8,
    1483 / 1556755200,
    "[[X, [[X, [[[X, Y], Y], Y]], [[X, Y], [[X, Y], Y]]]], [X, [[X, Y], Y]]]",
)
(
    15,
    7,
    8,
    4079 / 172972800,
    "[X, [[[[X, [[[X, Y], Y], Y]], [[X, Y], [[X, Y], Y]]], [X, Y]], [X, Y]]]",
)
(
    15,
    6,
    9,
    1087 / 778377600,
    "[X, [[X, [[[X, Y], Y], Y]], [[X, Y], [[[X, Y], Y], [[[X, Y], Y], Y]]]]]",
)
(
    15,
    7,
    8,
    127 / 129729600,
    "[[X, [[X, [[[X, Y], Y], Y]], [[X, Y], [[[X, Y], Y], Y]]]], [X, [X, Y]]]",
)
(
    15,
    6,
    9,
    457 / 1556755200,
    "[X, [[X, [[[X, Y], Y], Y]], [[[X, Y], [[[X, Y], Y], Y]], [[X, Y], Y]]]]",
)
(
    15,
    6,
    9,
    -73 / 345945600,
    "[X, [[[X, [[[X, Y], Y], Y]], [[X, Y], [[[[X, Y], Y], Y], Y]]], [X, Y]]]",
)
(
    15,
    5,
    10,
    -2963 / 6227020800,
    "[X, [[X, [[[X, Y], Y], Y]], [[X, Y], [[[[[[X, Y], Y], Y], Y], Y], Y]]]]",
)
(
    15,
    8,
    7,
    3431 / 1452971520,
    "[[[X, [[X, [[[X, Y], Y], Y]], [[X, Y], Y]]], [X, [X, Y]]], [X, [X, Y]]]",
)
(
    15,
    7,
    8,
    1 / 1478400,
    "[[X, [[X, [[[X, Y], Y], Y]], [[X, Y], Y]]], [X, [[X, Y], [[X, Y], Y]]]]",
)
(
    15,
    7,
    8,
    47 / 23587200,
    "[[X, [[X, [[[X, Y], Y], Y]], [[X, Y], Y]]], [[X, [[X, Y], Y]], [X, Y]]]",
)
(
    15,
    6,
    9,
    -167 / 1245404160,
    "[X, [[[X, [[[X, Y], Y], Y]], [[X, Y], Y]], [X, [[[[X, Y], Y], Y], Y]]]]",
)
(
    15,
    7,
    8,
    1249 / 389188800,
    "[[X, [[[X, [[[X, Y], Y], Y]], [[X, Y], Y]], [X, Y]]], [X, [[X, Y], Y]]]",
)
(
    15,
    7,
    8,
    1717 / 64864800,
    "[X, [[[[[X, [[[X, Y], Y], Y]], [[X, Y], Y]], [X, Y]], [X, Y]], [X, Y]]]",
)
(
    15,
    6,
    9,
    839 / 172972800,
    "[X, [[[X, [[[X, Y], Y], Y]], [[X, Y], Y]], [[X, Y], [[[X, Y], Y], Y]]]]",
)
(
    15,
    7,
    8,
    1 / 218400,
    "[[X, [[[X, [[[X, Y], Y], Y]], [[X, Y], Y]], [[X, Y], Y]]], [X, [X, Y]]]",
)
(
    15,
    6,
    9,
    101 / 16473600,
    "[X, [[[[X, [[[X, Y], Y], Y]], [[X, Y], Y]], [[X, Y], Y]], [[X, Y], Y]]]",
)
(
    15,
    6,
    9,
    4723 / 518918400,
    "[X, [[[X, [[[X, Y], Y], Y]], [[[X, Y], Y], [[[X, Y], Y], Y]]], [X, Y]]]",
)
(
    15,
    5,
    10,
    -149 / 296524800,
    "[X, [[X, [[[X, Y], Y], Y]], [[[X, Y], Y], [[[[[X, Y], Y], Y], Y], Y]]]]",
)
(
    15,
    7,
    8,
    599 / 778377600,
    "[[X, [[X, [[[X, Y], Y], Y]], [[[X, Y], Y], Y]]], [[X, [X, Y]], [X, Y]]]",
)
(
    15,
    6,
    9,
    5 / 26687232,
    "[[X, [[X, [[[X, Y], Y], Y]], [[[X, Y], Y], Y]]], [X, [[[X, Y], Y], Y]]]",
)
(
    15,
    7,
    8,
    1061 / 259459200,
    "[[X, [[[X, [[[X, Y], Y], Y]], [[[X, Y], Y], Y]], [X, Y]]], [X, [X, Y]]]",
)
(
    15,
    6,
    9,
    19 / 3706560,
    "[X, [[[X, [[[X, Y], Y], Y]], [[[X, Y], Y], Y]], [[X, Y], [[X, Y], Y]]]]",
)
(
    15,
    6,
    9,
    1381 / 86486400,
    "[X, [[[[X, [[[X, Y], Y], Y]], [[[X, Y], Y], Y]], [[X, Y], Y]], [X, Y]]]",
)
(
    15,
    5,
    10,
    415 / 249080832,
    "[X, [X, [[[[X, Y], Y], Y], [[[[X, Y], Y], Y], [[[[X, Y], Y], Y], Y]]]]]",
)
(
    15,
    6,
    9,
    821 / 6227020800,
    "[[X, [X, [[[[X, Y], Y], Y], [[[[X, Y], Y], Y], Y]]]], [X, [[X, Y], Y]]]",
)
(
    15,
    6,
    9,
    49 / 29652480,
    "[X, [[[X, [[[[X, Y], Y], Y], [[[[X, Y], Y], Y], Y]]], [X, Y]], [X, Y]]]",
)
(
    15,
    5,
    10,
    241 / 249080832,
    "[X, [[X, [[[[X, Y], Y], Y], [[[[X, Y], Y], Y], Y]]], [[[X, Y], Y], Y]]]",
)
(
    15,
    6,
    9,
    -1049 / 3113510400,
    "[[X, [X, [[[[X, Y], Y], Y], [[[[[X, Y], Y], Y], Y], Y]]]], [X, [X, Y]]]",
)
(
    15,
    5,
    10,
    -59 / 98841600,
    "[X, [[X, [[[[X, Y], Y], Y], [[[[[X, Y], Y], Y], Y], Y]]], [[X, Y], Y]]]",
)
(
    15,
    5,
    10,
    -9467 / 6227020800,
    "[X, [[X, [[[[X, Y], Y], Y], [[[[[[X, Y], Y], Y], Y], Y], Y]]], [X, Y]]]",
)
(
    15,
    4,
    11,
    -601 / 2641766400,
    "[X, [X, [[[[X, Y], Y], Y], [[[[[[[[X, Y], Y], Y], Y], Y], Y], Y], Y]]]]",
)
(
    15,
    6,
    9,
    31 / 4151347200,
    "[[X, [X, [[[[X, Y], Y], Y], Y]]], [X, [X, [[[[[X, Y], Y], Y], Y], Y]]]]",
)
(
    15,
    8,
    7,
    151 / 403603200,
    "[[X, [X, [[[[X, Y], Y], Y], Y]]], [[X, [X, Y]], [[X, [X, Y]], [X, Y]]]]",
)
(
    15,
    7,
    8,
    19 / 283046400,
    "[[X, [X, [[[[X, Y], Y], Y], Y]]], [[X, [X, Y]], [X, [[[X, Y], Y], Y]]]]",
)
(
    15,
    8,
    7,
    3463 / 3353011200,
    "[[[X, [X, [[[[X, Y], Y], Y], Y]]], [[X, [X, Y]], [X, Y]]], [X, [X, Y]]]",
)
(
    15,
    7,
    8,
    11 / 141523200,
    "[[X, [X, [[[[X, Y], Y], Y], Y]]], [X, [[X, Y], [[X, Y], [[X, Y], Y]]]]]",
)
(
    15,
    7,
    8,
    617 / 1556755200,
    "[[X, [X, [[[[X, Y], Y], Y], Y]]], [[X, [[X, Y], [[X, Y], Y]]], [X, Y]]]",
)
(
    15,
    6,
    9,
    31 / 830269440,
    "[[X, [X, [[[[X, Y], Y], Y], Y]]], [X, [[X, Y], [[[[X, Y], Y], Y], Y]]]]",
)
(
    15,
    7,
    8,
    1 / 7862400,
    "[[[X, [X, [[[[X, Y], Y], Y], Y]]], [X, [[X, Y], Y]]], [X, [[X, Y], Y]]]",
)
(
    15,
    7,
    8,
    263 / 444787200,
    "[[X, [X, [[[[X, Y], Y], Y], Y]]], [[[X, [[X, Y], Y]], [X, Y]], [X, Y]]]",
)
(
    15,
    6,
    9,
    59 / 691891200,
    "[[X, [X, [[[[X, Y], Y], Y], Y]]], [X, [[[X, Y], Y], [[[X, Y], Y], Y]]]]",
)
(
    15,
    7,
    8,
    67 / 259459200,
    "[[[X, [X, [[[[X, Y], Y], Y], Y]]], [X, [[[X, Y], Y], Y]]], [X, [X, Y]]]",
)
(
    15,
    6,
    9,
    1 / 4942080,
    "[[X, [X, [[[[X, Y], Y], Y], Y]]], [[X, [[[X, Y], Y], Y]], [[X, Y], Y]]]",
)
(
    15,
    6,
    9,
    -1 / 11321856,
    "[X, [[X, [[[[X, Y], Y], Y], Y]], [[X, [[[[X, Y], Y], Y], Y]], [X, Y]]]]",
)
(
    15,
    5,
    10,
    -1723 / 24908083200,
    "[X, [[X, [[[[X, Y], Y], Y], Y]], [X, [[[[[[X, Y], Y], Y], Y], Y], Y]]]]",
)
(
    15,
    8,
    7,
    33079 / 14529715200,
    "[[[X, [[X, [[[[X, Y], Y], Y], Y]], [X, Y]]], [X, [X, Y]]], [X, [X, Y]]]",
)
(
    15,
    7,
    8,
    13 / 19958400,
    "[[X, [[X, [[[[X, Y], Y], Y], Y]], [X, Y]]], [X, [[X, Y], [[X, Y], Y]]]]",
)
(
    15,
    7,
    8,
    1 / 579150,
    "[[X, [[X, [[[[X, Y], Y], Y], Y]], [X, Y]]], [[X, [[X, Y], Y]], [X, Y]]]",
)
(
    15,
    6,
    9,
    53 / 415134720,
    "[[X, [[X, [[[[X, Y], Y], Y], Y]], [X, Y]]], [X, [[[[X, Y], Y], Y], Y]]]",
)
(
    15,
    7,
    8,
    859 / 622702080,
    "[[X, [[[X, [[[[X, Y], Y], Y], Y]], [X, Y]], [X, Y]]], [X, [[X, Y], Y]]]",
)
(
    15,
    7,
    8,
    1223 / 207567360,
    "[X, [[[[[X, [[[[X, Y], Y], Y], Y]], [X, Y]], [X, Y]], [X, Y]], [X, Y]]]",
)
(
    15,
    6,
    9,
    1621 / 1037836800,
    "[X, [[X, [[[[X, Y], Y], Y], Y]], [[X, Y], [[X, Y], [[[X, Y], Y], Y]]]]]",
)
(
    15,
    7,
    8,
    149 / 57657600,
    "[[X, [[X, [[[[X, Y], Y], Y], Y]], [[X, Y], [[X, Y], Y]]]], [X, [X, Y]]]",
)
(
    15,
    6,
    9,
    179 / 74131200,
    "[X, [[X, [[[[X, Y], Y], Y], Y]], [[[X, Y], [[X, Y], Y]], [[X, Y], Y]]]]",
)
(
    15,
    6,
    9,
    179 / 37065600,
    "[X, [[[X, [[[[X, Y], Y], Y], Y]], [[X, Y], [[[X, Y], Y], Y]]], [X, Y]]]",
)
(
    15,
    5,
    10,
    -431 / 4151347200,
    "[X, [[X, [[[[X, Y], Y], Y], Y]], [[X, Y], [[[[[X, Y], Y], Y], Y], Y]]]]",
)
(
    15,
    7,
    8,
    2347 / 1556755200,
    "[[X, [[X, [[[[X, Y], Y], Y], Y]], [[X, Y], Y]]], [[X, [X, Y]], [X, Y]]]",
)
(
    15,
    6,
    9,
    1091 / 3113510400,
    "[[X, [[X, [[[[X, Y], Y], Y], Y]], [[X, Y], Y]]], [X, [[[X, Y], Y], Y]]]",
)
(
    15,
    7,
    8,
    4133 / 518918400,
    "[[X, [[[X, [[[[X, Y], Y], Y], Y]], [[X, Y], Y]], [X, Y]]], [X, [X, Y]]]",
)
(
    15,
    6,
    9,
    5099 / 518918400,
    "[X, [[[X, [[[[X, Y], Y], Y], Y]], [[X, Y], Y]], [[X, Y], [[X, Y], Y]]]]",
)
(
    15,
    6,
    9,
    5149 / 345945600,
    "[X, [[[[X, [[[[X, Y], Y], Y], Y]], [[X, Y], Y]], [[X, Y], Y]], [X, Y]]]",
)
(
    15,
    5,
    10,
    929 / 1660538880,
    "[X, [[X, [[[[X, Y], Y], Y], Y]], [[[X, Y], Y], [[[[X, Y], Y], Y], Y]]]]",
)
(
    15,
    6,
    9,
    1 / 1871100,
    "[[X, [[X, [[[[X, Y], Y], Y], Y]], [[[X, Y], Y], Y]]], [X, [[X, Y], Y]]]",
)
(
    15,
    6,
    9,
    12941 / 1037836800,
    "[X, [[[[X, [[[[X, Y], Y], Y], Y]], [[[X, Y], Y], Y]], [X, Y]], [X, Y]]]",
)
(
    15,
    5,
    10,
    383 / 177914880,
    "[X, [[[X, [[[[X, Y], Y], Y], Y]], [[[X, Y], Y], Y]], [[[X, Y], Y], Y]]]",
)
(
    15,
    6,
    9,
    1249 / 2490808320,
    "[[X, [[X, [[[[X, Y], Y], Y], Y]], [[[[X, Y], Y], Y], Y]]], [X, [X, Y]]]",
)
(
    15,
    5,
    10,
    439 / 237219840,
    "[X, [[[X, [[[[X, Y], Y], Y], Y]], [[[[X, Y], Y], Y], Y]], [[X, Y], Y]]]",
)
(
    15,
    5,
    10,
    -323 / 4151347200,
    "[X, [[X, [[[[[X, Y], Y], Y], Y], [[[[[X, Y], Y], Y], Y], Y]]], [X, Y]]]",
)
(
    15,
    4,
    11,
    -1217 / 4843238400,
    "[X, [X, [[[[[X, Y], Y], Y], Y], [[[[[[[X, Y], Y], Y], Y], Y], Y], Y]]]]",
)
(
    15,
    7,
    8,
    43 / 432432000,
    "[[X, [X, [[[[[X, Y], Y], Y], Y], Y]]], [[X, [X, Y]], [X, [[X, Y], Y]]]]",
)
(
    15,
    7,
    8,
    589 / 2594592000,
    "[[X, [X, [[[[[X, Y], Y], Y], Y], Y]]], [[[X, [X, Y]], [X, Y]], [X, Y]]]",
)
(
    15,
    6,
    9,
    157 / 5189184000,
    "[[X, [X, [[[[[X, Y], Y], Y], Y], Y]]], [X, [[X, Y], [[[X, Y], Y], Y]]]]",
)
(
    15,
    7,
    8,
    151 / 432432000,
    "[[[X, [X, [[[[[X, Y], Y], Y], Y], Y]]], [X, [[X, Y], Y]]], [X, [X, Y]]]",
)
(
    15,
    6,
    9,
    11 / 104832000,
    "[[X, [X, [[[[[X, Y], Y], Y], Y], Y]]], [[X, [[X, Y], Y]], [[X, Y], Y]]]",
)
(
    15,
    6,
    9,
    233 / 1297296000,
    "[[X, [X, [[[[[X, Y], Y], Y], Y], Y]]], [[X, [[[X, Y], Y], Y]], [X, Y]]]",
)
(
    15,
    5,
    10,
    137 / 20756736000,
    "[[X, [X, [[[[[X, Y], Y], Y], Y], Y]]], [X, [[[[[X, Y], Y], Y], Y], Y]]]",
)
(
    15,
    7,
    8,
    73 / 57657600,
    "[[X, [[X, [[[[[X, Y], Y], Y], Y], Y]], [X, Y]]], [[X, [X, Y]], [X, Y]]]",
)
(
    15,
    6,
    9,
    1087 / 3891888000,
    "[[X, [[X, [[[[[X, Y], Y], Y], Y], Y]], [X, Y]]], [X, [[[X, Y], Y], Y]]]",
)
(
    15,
    7,
    8,
    1069 / 324324000,
    "[[X, [[[X, [[[[[X, Y], Y], Y], Y], Y]], [X, Y]], [X, Y]]], [X, [X, Y]]]",
)
(
    15,
    6,
    9,
    527 / 247104000,
    "[X, [[X, [[[[[X, Y], Y], Y], Y], Y]], [[X, Y], [[X, Y], [[X, Y], Y]]]]]",
)
(
    15,
    6,
    9,
    13513 / 1729728000,
    "[X, [[[X, [[[[[X, Y], Y], Y], Y], Y]], [[X, Y], [[X, Y], Y]]], [X, Y]]]",
)
(
    15,
    5,
    10,
    149 / 461260800,
    "[X, [[X, [[[[[X, Y], Y], Y], Y], Y]], [[X, Y], [[[[X, Y], Y], Y], Y]]]]",
)
(
    15,
    6,
    9,
    1219 / 2594592000,
